# Fictitious rainfall per month from 1900 to 2012 in three cities
# Format: year, month, city 1 rainfall, city 2 rainfall, city 3 rainfall
1977, 2, 60, 56, 23
1977, 3, 60, 104, 50
1977, 4, 77, 112, 57
1977, 5, 81, 84, 31
1977, 6, 129, 108, 64
1977, 7, 88, 96, 59
1977, 8, 123, 121, 45
1977, 9, 89, 82, 41
1977, 10, 62, 81, 17
1977, 11, 77, 65, 19
1977, 12, 48, 82, 14
1978, 1, 57, 67, 49
1978, 2, 41, 60, 47
1978, 3, 33, 77, 43
1978, 4, 83, 99, 30
1978, 5, 69, 70, 45
1978, 6, 107, 130, 49
1978, 7, 98, 117, 44
1978, 8, 105, 116, 53
1978, 9, 66, 99, 18
1978, 10, 69, 86, 28
1978, 11, 44, 103, 23
1978, 12, 70, 95, 15
1979, 1, 33, 63, 15
1979, 2, 59, 92, 9
1979, 3, 39, 64, 7
1979, 4, 59, 103, 61
1979, 5, 61, 80, 36
1979, 6, 99, 124, 70
1979, 7, 121, 134, 50
1979, 8, 82, 132, 30
1979, 9, 76, 106, 61
1979, 10, 69, 82, 56
1979, 11, 42, 78, 27
1979, 12, 39, 71, 32
1980, 1, 60, 91, 33
1980, 2, 79, 84, 21
1980, 3, 41, 66, 35
1980, 4, 93, 89, 60
1980, 5, 93, 109, 58
1980, 6, 96, 139, 41
1980, 7, 114, 94, 45
1980, 8, 127, 136, 71
1980, 9, 99, 75, 62
1980, 10, 97, 97, 45
1980, 11, 47, 89, 31
1980, 12, 73, 80, 22
1981, 1, 69, 89, 52
1981, 2, 34, 96, 14
1981, 3, 38, 91, 33
1981, 4, 82, 85, 34
1981, 5, 83, 91, 46
1981, 6, 95, 128, 31
1981, 7, 98, 95, 63
1981, 8, 90, 96, 71
1981, 9, 57, 93, 27
1981, 10, 52, 91, 28
1981, 11, 50, 89, 16
1981, 12, 65, 66, 35
1982, 1, 49, 69, 24
1982, 2, 53, 99, 7
1982, 3, 74, 55, 18
1982, 4, 81, 82, 27
1982, 5, 55, 101, 29
1982, 6, 107, 109, 48
1982, 7, 117, 114, 61
1982, 8, 105, 117, 46
1982, 9, 51, 83, 44
1982, 10, 74, 97, 17
1982, 11, 75, 100, 11
1982, 12, 45, 76, 16
1983, 1, 52, 91, 5
1983, 2, 74, 75, 27
1983, 3, 56, 92, 23
1983, 4, 97, 89, 59
1983, 5, 68, 66, 17
1983, 6, 83, 99, 28
1983, 7, 119, 105, 29
1983, 8, 120, 108, 39
1983, 9, 97, 91, 26
1983, 10, 75, 97, 15
1983, 11, 55, 63, 21
1983, 12, 65, 63, 54
1984, 1, 68, 73, 11
1984, 2, 65, 56, 23
1984, 3, 44, 81, 7
1984, 4, 55, 111, 55
1984, 5, 75, 106, 59
1984, 6, 92, 95, 74
1984, 7, 115, 92, 62
1984, 8, 112, 92, 26
1984, 9, 99, 102, 40
1984, 10, 58, 86, 51
1984, 11, 66, 76, 13
1984, 12, 63, 92, 27
1985, 1, 63, 69, 39
1985, 2, 60, 64, 43
1985, 3, 73, 71, 28
1985, 4, 76, 98, 45
1985, 5, 80, 86, 61
1985, 6, 116, 103, 60
1985, 7, 122, 127, 41
1985, 8, 115, 118, 48
1985, 9, 53, 110, 47
1985, 10, 70, 114, 44
1985, 11, 66, 104, 6
1985, 12, 32, 92, 37
1986, 1, 68, 72, 25
1986, 2, 73, 91, 48
1986, 3, 76, 59, 9
1986, 4, 69, 93, 36
1986, 5, 90, 94, 39
1986, 6, 101, 91, 42
1986, 7, 110, 126, 32
1986, 8, 87, 136, 33
1986, 9, 65, 107, 60
1986, 10, 88, 65, 54
1986, 11, 65, 96, 49
1986, 12, 34, 58, 46
1987, 1, 63, 90, 30
1987, 2, 33, 74, 25
1987, 3, 75, 84, 46
1987, 4, 86, 67, 21
1987, 5, 63, 98, 17
1987, 6, 81, 105, 58
1987, 7, 106, 120, 64
1987, 8, 85, 99, 36
1987, 9, 97, 94, 24
1987, 10, 61, 67, 53
1987, 11, 77, 85, 15
1987, 12, 72, 79, 41
1988, 1, 72, 66, 44
1988, 2, 65, 85, 16
1988, 3, 31, 90, 41
1988, 4, 78, 99, 37
1988, 5, 68, 106, 51
1988, 6, 88, 113, 35
1988, 7, 121, 105, 42
1988, 8, 84, 132, 65
1988, 9, 69, 100, 41
1988, 10, 83, 101, 15
1988, 11, 30, 86, 37
1988, 12, 72, 75, 26
1989, 1, 74, 100, 10
1989, 2, 69, 94, 48
1989, 3, 46, 65, 34
1989, 4, 50, 85, 59
1989, 5, 82, 112, 62
1989, 6, 126, 119, 50
1989, 7, 124, 125, 43
1989, 8, 108, 100, 73
1989, 9, 87, 103, 52
1989, 10, 86, 69, 40
1989, 11, 78, 56, 33
1989, 12, 78, 77, 53
1990, 1, 67, 65, 7
1990, 2, 40, 60, 38
1990, 3, 55, 83, 7
1990, 4, 50, 70, 54
1990, 5, 71, 108, 24
1990, 6, 84, 126, 27
1990, 7, 117, 109, 71
1990, 8, 109, 96, 25
1990, 9, 83, 96, 44
1990, 10, 92, 114, 38
1990, 11, 62, 65, 24
1990, 12, 76, 65, 25
1991, 1, 37, 69, 48
1991, 2, 35, 63, 17
1991, 3, 66, 69, 13
1991, 4, 78, 80, 39
1991, 5, 95, 78, 25
1991, 6, 127, 113, 68
1991, 7, 88, 102, 40
1991, 8, 125, 95, 61
1991, 9, 54, 96, 40
1991, 10, 85, 109, 53
1991, 11, 75, 65, 10
1991, 12, 72, 90, 44
1992, 1, 33, 64, 52
1992, 2, 39, 81, 43
1992, 3, 68, 82, 15
1992, 4, 72, 94, 32
1992, 5, 97, 76, 58
1992, 6, 125, 111, 55
1992, 7, 127, 129, 29
1992, 8, 128, 122, 52
1992, 9, 81, 105, 38
1992, 10, 99, 107, 42
1992, 11, 54, 101, 47
1992, 12, 35, 81, 42
1993, 1, 53, 69, 40
1993, 2, 77, 75, 44
1993, 3, 59, 94, 46
1993, 4, 90, 110, 40
1993, 5, 95, 105, 24
1993, 6, 126, 102, 68
1993, 7, 98, 139, 66
1993, 8, 113, 117, 74
1993, 9, 87, 109, 33
1993, 10, 96, 73, 63
1993, 11, 42, 97, 21
1993, 12, 36, 85, 10
1994, 1, 36, 88, 31
1994, 2, 67, 74, 21
1994, 3, 40, 87, 13
1994, 4, 95, 109, 37
1994, 5, 56, 79, 64
1994, 6, 127, 96, 32
1994, 7, 87, 108, 70
1994, 8, 106, 131, 70
1994, 9, 58, 78, 20
1994, 10, 58, 67, 23
1994, 11, 75, 96, 42
1994, 12, 31, 92, 30
1995, 1, 62, 95, 27
1995, 2, 30, 89, 48
1995, 3, 71, 91, 46
1995, 4, 56, 105, 20
1995, 5, 83, 66, 25
1995, 6, 84, 90, 42
1995, 7, 128, 128, 30
1995, 8, 97, 117, 29
1995, 9, 93, 93, 50
1995, 10, 83, 89, 50
1995, 11, 70, 72, 47
1995, 12, 33, 96, 34
1996, 1, 38, 93, 19
1996, 2, 69, 103, 41
1996, 3, 31, 82, 25
1996, 4, 96, 67, 41
1996, 5, 76, 91, 21
1996, 6, 98, 109, 66
1996, 7, 90, 110, 42
1996, 8, 97, 128, 67
1996, 9, 70, 73, 32
1996, 10, 65, 65, 58
1996, 11, 45, 84, 26
1996, 12, 48, 72, 29
1997, 1, 42, 77, 17
1997, 2, 48, 62, 23
1997, 3, 57, 74, 40
1997, 4, 69, 106, 51
1997, 5, 77, 108, 19
1997, 6, 126, 95, 63
1997, 7, 121, 110, 56
1997, 8, 129, 119, 70
1997, 9, 66, 74, 52
1997, 10, 72, 68, 64
1997, 11, 77, 89, 17
1997, 12, 37, 88, 10
1998, 1, 49, 93, 35
1998, 2, 55, 84, 18
1998, 3, 64, 81, 21
1998, 4, 75, 106, 44
1998, 5, 97, 80, 60
1998, 6, 83, 132, 29
1998, 7, 99, 119, 62
1998, 8, 92, 139, 63
1998, 9, 77, 68, 16
1998, 10, 66, 78, 29
1998, 11, 38, 75, 36
1998, 12, 70, 94, 9
1999, 1, 69, 66, 42
1999, 2, 76, 98, 43
1999, 3, 34, 88, 43
1999, 4, 69, 97, 29
1999, 5, 57, 93, 48
1999, 6, 127, 112, 49
1999, 7, 125, 133, 46
1999, 8, 116, 137, 62
1999, 9, 74, 88, 27
1999, 10, 93, 82, 64
1999, 11, 75, 75, 38
1999, 12, 51, 55, 6
2000, 1, 55, 94, 42
2000, 2, 41, 85, 16
2000, 3, 51, 81, 49
2000, 4, 86, 93, 26
2000, 5, 98, 92, 46
2000, 6, 86, 130, 38
2000, 7, 108, 107, 37
2000, 8, 112, 123, 53
2000, 9, 93, 105, 39
2000, 10, 54, 67, 51
2000, 11, 69, 60, 40
2000, 12, 64, 92, 38
2001, 1, 35, 58, 15
2001, 2, 69, 57, 11
2001, 3, 60, 81, 45
2001, 4, 68, 98, 27
2001, 5, 78, 110, 21
2001, 6, 124, 124, 72
2001, 7, 94, 102, 45
2001, 8, 124, 93, 69
2001, 9, 62, 84, 33
2001, 10, 56, 71, 35
2001, 11, 63, 96, 34
2001, 12, 76, 101, 38
2002, 1, 46, 83, 34
2002, 2, 57, 97, 25
2002, 3, 33, 59, 23
2002, 4, 67, 76, 61
2002, 5, 52, 66, 43
2002, 6, 103, 120, 66
2002, 7, 96, 118, 48
2002, 8, 84, 107, 28
2002, 9, 74, 91, 30
2002, 10, 62, 109, 21
2002, 11, 73, 99, 39
2002, 12, 49, 84, 11
2003, 1, 51, 55, 54
2003, 2, 74, 58, 18
2003, 3, 45, 55, 24
2003, 4, 56, 108, 52
2003, 5, 94, 84, 38
2003, 6, 113, 136, 50
2003, 7, 112, 94, 43
2003, 8, 120, 121, 69
2003, 9, 99, 75, 28
2003, 10, 60, 65, 25
2003, 11, 50, 96, 10
2003, 12, 35, 79, 33
2004, 1, 44, 84, 53
2004, 2, 38, 87, 7
2004, 3, 77, 58, 16
2004, 4, 84, 91, 17
2004, 5, 72, 107, 59
2004, 6, 108, 98, 70
2004, 7, 97, 92, 26
2004, 8, 109, 106, 30
2004, 9, 99, 71, 53
2004, 10, 95, 108, 22
2004, 11, 42, 80, 47
2004, 12, 32, 69, 23
2005, 1, 72, 98, 13
2005, 2, 54, 55, 31
2005, 3, 43, 76, 34
2005, 4, 92, 90, 40
2005, 5, 55, 67, 32
2005, 6, 124, 105, 70
2005, 7, 126, 115, 30
2005, 8, 106, 109, 59
2005, 9, 79, 75, 31
2005, 10, 86, 100, 16
2005, 11, 69, 93, 49
2005, 12, 56, 101, 41
2006, 1, 70, 78, 6
2006, 2, 52, 90, 14
2006, 3, 50, 58, 14
2006, 4, 85, 101, 21
2006, 5, 79, 84, 28
2006, 6, 112, 121, 41
2006, 7, 97, 104, 33
2006, 8, 109, 109, 47
2006, 9, 62, 70, 24
2006, 10, 60, 99, 58
2006, 11, 74, 86, 53
2006, 12, 74, 81, 49
2007, 1, 49, 74, 9
2007, 2, 45, 64, 50
2007, 3, 59, 72, 9
2007, 4, 74, 90, 63
2007, 5, 86, 99, 62
2007, 6, 84, 127, 44
2007, 7, 101, 97, 26
2007, 8, 82, 105, 70
2007, 9, 88, 91, 30
2007, 10, 53, 84, 51
2007, 11, 67, 102, 20
2007, 12, 61, 56, 20
2008, 1, 38, 66, 5
2008, 2, 35, 100, 49
2008, 3, 69, 62, 18
2008, 4, 69, 90, 17
2008, 5, 78, 101, 53
2008, 6, 99, 129, 53
2008, 7, 89, 112, 64
2008, 8, 91, 117, 41
2008, 9, 69, 71, 15
2008, 10, 73, 95, 41
2008, 11, 31, 96, 13
2008, 12, 37, 91, 43
2009, 1, 55, 78, 48
2009, 2, 64, 56, 21
2009, 3, 46, 89, 7
2009, 4, 61, 81, 27
2009, 5, 70, 112, 58
2009, 6, 124, 97, 30
2009, 7, 91, 92, 46
2009, 8, 122, 104, 47
2009, 9, 79, 83, 40
2009, 10, 68, 73, 16
2009, 11, 51, 89, 52
2009, 12, 32, 82, 9
2010, 1, 39, 56, 8
2010, 2, 63, 56, 41
2010, 3, 65, 57, 46
2010, 4, 98, 84, 32
2010, 5, 71, 96, 58
2010, 6, 113, 130, 51
2010, 7, 105, 115, 28
2010, 8, 93, 100, 36
2010, 9, 76, 107, 54
2010, 10, 64, 84, 31
2010, 11, 73, 88, 29
2010, 12, 43, 86, 8
2011, 1, 76, 55, 29
2011, 2, 77, 100, 23
2011, 3, 33, 66, 5
2011, 4, 52, 102, 48
2011, 5, 97, 82, 44
2011, 6, 117, 105, 71
2011, 7, 92, 127, 50
2011, 8, 83, 132, 48
2011, 9, 54, 109, 60
2011, 10, 53, 68, 48
2011, 11, 75, 102, 32
2011, 12, 30, 98, 26
2012, 1, 44, 79, 34
2012, 2, 69, 62, 33
2012, 3, 67, 65, 10
2012, 4, 70, 70, 49
2012, 5, 50, 98, 61
2012, 6, 92, 97, 64
2012, 7, 91, 95, 51
2012, 8, 107, 107, 26
2012, 9, 64, 102, 22
2012, 10, 75, 76, 31
2012, 11, 66, 75, 6
2012, 12, 33, 100, 36
